partName,partPrice,inStock,partRating,partReviews,PSNumber,MPNumber,partDescription,partSymptoms,partReplaces,partInstallation,partCompatible
Refrigerator Door Shelf Bin,43.0,True,4.8,96,PS12364199,242126602,"This manufacturer-certified Refrigerator Door Shelf Bin, also known as a crisper bin or door shelf bin, is made of clear plastic, and is easy to install. It is used to hold items in the fridge, like jars, cans, and condiments and you'll be able to visually see if the part is broken or cracked. This particular shelf attaches to the fridge door. You can check if this model is right for your appliance by checking your user manual and model number. This part should simply snap into place without the need for any tools as part of the repair. Just carefully line up the slots on the door with the slots on the bin and slide the bin down to completely lock it into place. The part is sold individually, and fits many different types of side-by-side refrigerators.",,,Instructions not available,
Refrigerator Door Shelf Retainer Bar,41.39,True,4.75,169,PS734935,240534901,"This door shelf retaining bar, also known as refrigerator door bar retainer or fridge door rack, is a genuine part sourced from the original manufacturer. It is a white This manufacturer-certified Door Shelf Retainer Bar, sometimes otherwise known as the door rack or bar retainer,  is a white, plastic part which can be easily installed onto the inside of the refrigerator or freezer door to hold items on the door shelves.  It holds items in your fridge and will show physical damage if broken or warped, at which time it should be replaced. Check your user manual and model number to see if this part is right for you. No tools are required for this installation, the part should simply snap into place. This part measures roughly 25 inches wide, 3 inches high, and 5 inches deep. This part is sold individually, and we recommend checking the other door shelf retaining bars on your refrigerator or freezer at the same time as ordering this part to ensure that no others need to be replaced, as they often wear or warp at similar speeds.","door won't open or close, leaking","AP3214630, 948954, 240534901",https://www.youtube.com/watch?v=RBJ10wFvJ2M,"25331113300, 25331113302, 2533111330A, 2533111330C, 2533111330D, 2533111330F, 2533111330H, 2533111330K, 2533111330L, 25331115300, 25331115302, 25331115308, 2533111530F, 2533111530H, 2533111530K, 2533111530L, 25331123300, 25331125300, 25331133300, 25331133303, 25331133306, 25331135300, 25331135303, 25331810300, 25331812300, 25331814300, 25331817300, 25331840106, 25331840108, 2533184010A"
Refrigerator Door Shelf Retainer Bin,41.52,True,4.9,174,PS429868,240337901,"This refrigerator door shelf attaches to the inside of the refrigerator door, typically holds jars and bottles, The manufacturer-approved Refrigerator Door Shelf Retainer Bar, sometimes known as the door rack or bar retainer, is a white, plastic part which can be easily installed onto your fridge door. Just snap the old part up and out of place, and push to snap the new part in its place.  This part holds items in your fridge like jars and bottles and will show physical damage if broken, at which time it should be replaced. Check your user manual and model number to see if this part is right for you, as there are likely to be several different sizes and part numbers for the various different door racks in your fridge. You want to make sure you've selected the right one!  This part is 24.25 inches wide and 3.75 inches deep and features open square latches. This part is sold individually.","door won't open or close, noisy, touchpad does not respond","AP2115858, 891047, 240337901, 240337904, 240337905",https://www.youtube.com/watch?v=nr8TPEghgjs,"25360112410, 25360113410, 25360113411, 25360119410, 25360602410, 25360602411, 25360602412, 25360602413, 25360602414, 25360602415, 25360602416, 25360603410, 25360603411, 25360603412, 25360603413, 25360603414, 25360603415, 25360603416, 25360604410, 25360604411, 25360604412, 25360604413, 25360604414, 25360604415, 25360604416, 25360609410, 25360609411, 25360609412, 25360609413, 25360609414"
Refrigerator Door Shelf Bin,111.05,True,4.5,28,PS12578777,W11239961,"This is a door shelf bin made for use within some models of refrigerators. This shelf bin is used to hold food items and containers, but if it is cracked or damaged and no longer able to hold any items, it needs to be replaced immediately. This shelf measures 15-inches wide at its widest point, and 13-inches wide where it would be installed, as well as 6.5-inches deep and 3.5-inches tall. This shelf bin is an OEM part, and does not come with any other shelves or parts.",,,Instructions not available,
Refrigerator Door Shelf Retainer Bar End Cap - Right Side,10.75,True,4.85,34,PS429668,240311502,"This replacement bar end cap can be used for a shelf in your freezer. The end cap is 4.25 inches long and 2.4 inches wide. You may need a flat blade screwdriver in order to pop out the existing end cap. Slide the new cap in place, making sure the locking tab is secure, and replace the bar.",,,Instructions not available,
Refrigerator Door Shelf Retainer Bar End Cap - Left Side,10.75,True,4.75,4,PS429667,240311501,"This is a replacement end cap for your freezer or refrigerator shelf retainer bar. You will need a flat blade screwdriver to complete this repair. To replace this part, remove the retainer bar by popping the end caps out of place. Use the screwdriver to pop out the individual end cap you are replacing. Secure the new one in place with the locking tabs and re-insert the retainer bar.",,,Instructions not available,
Refrigerator Door Shelf Retainer Bar - Cut to Fit,37.6,True,4.4,19,PS429820,240331401,"This door shelf retainer bar is a replacement part for your refrigerator. To replace this part, you may need a flat blade screwdriver to apply leverage. Pop out the end caps on the shelf you are replacing, and remove the bar. Pull the end caps off the bar, and place them on the new one. Snap the end caps and new retainer bar back into place.",,,Instructions not available,
Refrigerator Door Shelf End Cap - Left or Right Side,5.25,True,5.0,10,PS422444,215267701,"This end cap can be used for the right or left side of the refrigerator door shelf or the freezer door shelf. It is white in color, made of plastic material and measures about 2 inches high by 3 inches deep. This might need to be replaced if it has broken or worn over time. This repair requires no tools. You will need to open your fridge, pull upwards on the existing end cap, and pull outwards. There is a locking tab on either end so it does not matter if the top or bottom comes out first. Slide the new end cap onto the rail and it is installed.",,,Instructions not available,
Refrigerator Door Shelf End Cap - Left or Right Side,9.22,True,4.7,12,PS422925,215473602,"The door shelf end cap, or door bin support, secures the rack in a refrigerator or freezer door. Note that this fits on either the left or right hand side. If the end caps of your refrigerator or freezer are broken or cracked, or if your food retainer bar is not staying in place, then replacing the door support can solve this problem. No tools are needed for this repair project. To repair, first remove the end cap by pushing upward or downwards to slide it out the end of the rail. Next, replace with new end cap and line it up to clip it back onto the rail. It comes in white and measures about two inches high. Remember to wear gloves for safety.",,,Instructions not available,
Refrigerator Door Shelf Bin - Clear,67.1,True,4.8,24,PS6011779,WR71X11044,Clear plastic gallon refrigerator door bin. It is used for storing fresh food and it is the right hand side.,,,Instructions not available,
Refrigerator Light Bulb - 40W,11.72,True,4.65,66,PS884734,8009,"This an authentic OEM 40-Watt replacement light bulb, used in a number of household appliances. It is specially designed to withstand extreme temperatures, which is why these replacement bulbs are most often used to light the inside of refrigerators and ranges. It features a standard socket base, which means you simply unscrew the burnt-out bulb and screw in the replacement. Depending on the appliance you may require a screwdriver or nut driver to access the light bulb. We recommend you wear work gloves while handling this replacement part. It is constructed of glass and metal and is sold individually. Depending on the appliance and location of the bulb within it, you may want to consider disconnecting power and using a flashlight for easier access to unscrewing and re-screwing in your bulb during this repair.",,,Instructions not available,
Refrigerator Light Bulb - 40W,11.01,True,4.65,8,PS217532,40A15,"This 40-Watt light bulb is sold individually and is a genuine OEM replacement option for your home appliances. It is specially designed to withstand extreme temperatures, so this bulb is compatible with a variety of appliance types including refrigerators, ranges, microwaves, and dryers. It features a frosted glass bulb with a standard metal socket base, which allows you to easily unscrew the burnt-out light and twist the new bulb into place. Depending on your appliance, there may be a guard or cover protecting the lightbulb, in which case you may require additional tools to remove the cover. We recommend disconnecting the power supply to your appliance before changing the lightbulb.",,,Instructions not available,
Refrigerator LED Light Module,87.31,True,4.95,38,PS12070396,W11043011,"This LED light is for refrigerators.

The LED light attaches inside the cabinet and illuminates the inside of the refrigerator or freezer.

Safely store any food that could deteriorate while the power is off and unplug the refrigerator before installing this part.",light not working,W10866538,https://www.youtube.com/watch?v=d6AvOkulk_g,"AFI2539ERB02, AFI2539ERM03, AFI2539ERW02, IX7DDEXGZ001, IX7DDEXGZ002, MFI2570FEB01, MFI2570FEW01, MFI2570FEZ03, MFI2570FEZ04, MFI2570FEZ05, MFI2570FEZ06, WRF555SDFZ, WRF555SDFZ03, WRF555SDFZ04, WRF555SDFZ05, WRF555SDFZ07, WRF555SDFZ08, WRF555SDHV01, WRF555SDHV02, WRX735SDBE02, WRX735SDBH02, WRX735SDBM, WRX735SDBM02, WRX735SDBM04, WRX735SDHB00, WRX735SDHV00, WRX735SDHW00, WRX735SDHZ00, WRX735SDHZ01"
Refrigerator Light Bulb - 10W,16.3,True,3.95,16,PS11739347,WP22002263,This ten watt appliance light bulb is two inches tall. It is used with both washers and dryers.,,,Instructions not available,
Refrigerator LED Light,109.45,True,4.6,9,PS11755866,WPW10515057,"This genuine OEM LED light is compatible with refrigerators. It has a length of 5.25 inches and a width of 2.24 inches. It is designed to fit into the freezer section of the appliance. The light has a white plastic housing and a translucent shield for protection. The light illuminates the interior of the refrigerator and allows you to easily view the contents inside and find stored items, especially in low light conditions. The LED light is known for its energy efficiency, longevity, and bright lighting.",light not working,"AP6022533, W10398007, W10515057",https://www.youtube.com/watch?v=d6AvOkulk_g,"10641122210, 10641122211, 10641122212, 10641122213, 10641123210, 10641123211, 10641123212, 10641124210, 10641129210, 10641129211, 10641129212, 10641129213, 10641152210, 10641152211, 10641153210, 10641153211, 10641154210, 10641159210, 10641159211, 10641159212, 10651122210, 10651122211, 10651123210, 10651123211, 10651124210, 10651124211, 10651129210, 10651129211, 10651129212, 10651132210"
Refrigerator LED Light Control Board,183.5,True,4.4,15,PS11755867,WPW10515058,"This 2-plug LED light control board is a genuine OEM replacement part designed for refrigerators. It fits into the fresh food section of the refrigerator. The LED light helps users easily see the contents of the fridge, even in low-light conditions. LED lights are a popular choice due to their energy efficiency, longer lifespan, and ability to produce bright and consistent lighting. Compared to traditional incandescent or fluorescent lights, LED lights consume less energy, generate less heat, and have a much longer operational lifespan, making them a preferred choice-",light not working,"AP6022534, W10465957, W10515058, W10522611, WPW10515058VP",https://www.youtube.com/watch?v=d6AvOkulk_g,"10641122210, 10641122211, 10641122212, 10641122213, 10641123210, 10641123211, 10641123212, 10641124210, 10641129210, 10641129211, 10641129212, 10641129213, 10641152210, 10641152211, 10641153210, 10641153211, 10641154210, 10641159210, 10641159211, 10641159212, 10651122210, 10651122211, 10651123210, 10651123211, 10651124210, 10651124211, 10651129210, 10651129211, 10651129212, 10651132210"
Refrigerator Light Bulb,74.81,True,4.3,7,PS12712277,5304517886,"This is an LED light for a variety of refrigerator models. This 3.8W LED light is used to shine and adequately light the contents of your refrigerator when you open its door. If your current light is significantly dimmer than normal, or simply not working anymore, it will need to be replaced. To replace this bulb, unplug your fridge momentarily, and then simply unthread the old one and screw in the new one. This bulb is sold individually and does not come with any other parts.",,,Instructions not available,
Refrigerator Light Bulb - 120V 25W,17.09,True,4.1,10,PS11747806,WPA3073101,"This light bulb is a 120 volt, 25 watt incandescent appliance light bulb with a small base screw-in that fits in a variety of appliances such as microwaves, refrigerators, freezers, cooktops, or stoves. Its purpose is to light up the appliance when the door is open. This is a genuine OEM part. You may need to replace the light bulb if the existing bulb is burnt out or broken. This light bulb is sold individually and is a common wear part, it is recommended to order a spare.",,,Instructions not available,
Refrigerator LED Light and Cover Assembly,30.43,True,5.0,1,PS12172918,WR55X25754,The light and cover assembly illuminates the interior of the refrigerator compartment.,light not working,AP6261806,https://www.youtube.com/watch?v=d6AvOkulk_g,"DFE28JBLBTS, DFE28JBLDTS, DFE28JBLETS, DFE28JBLFTS, DFE28JBLGTS, DFE28JELCDS, DFE28JELDDS, DFE28JELEDS, DFE28JELFDS, DFE28JELGDS, DFE28JELHDS, DFE28JMKGES, DFE28JMKHES, DFE28JMKIES, DFE28JMKJES, DFE28JMKKES, DFE28JMKLES, DFE28JMKMES, DFE28JSKGSS, DFE28JSKHSS, DFE28JSKISS, DFE28JSKJSS, DFE28JSKKSS, DFE28JSKLSS, DFE28JYNBFS, GFD28GBLBTS, GFD28GBLCTS, GFD28GBLDTS, GFD28GBLETS, GFD28GBLFTS"
